UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
104	0
658	0
0	0
164	0
72	0
0	0
9	0
24	0
0	0
1	0
4	0
1314	0
49	0
0	0
0	0
0	0
1	0
3	0
0	0
703	0
2	0
336	0
404	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
681	0
0	0
0	0
0	0
0	0
31	0
26	0
0	0
0	0
22	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
125	0
0	0
17	0
0	0
0	0
60	0
0	0
4	0
4	0
0	0
0	0
0	0
1	0
0	0
13	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
878	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
9	0
8	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
127	0
45	0
564	0
94	0
247	0
0	0
123	0
103	0
0	0
2	0
1	0
0	0
1	0
0	0
1	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
231	0
0	0
34	0
46	0
0	0
0	0
8	0
1	0
6	0
0	0
15	0
13	0
9	0
24	0
11	0
55	0
0	0
0	0
7	0
1	0
0	0
17	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
443	0
2	0
4	0
4	0
5	0
70	0
8	0
0	0
1	0
1	0
1	0
1	0
3	0
0	0
0	0
1	0
10	0
5	0
4	0
4	0
6	0
0	0
0	0
3	0
10	0
1	0
0	0
1	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
34	0
827	0
3	0
35	0
30	0
1	0
0	0
0	0
0	0
0	0
6	0
0	0
64	0
2	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
