UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
134	0
606	0
3	0
144	0
75	0
0	0
7	0
21	0
1	0
0	0
2	0
1182	0
46	0
0	0
1	0
0	0
0	0
3	0
0	0
647	0
8	0
245	0
387	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
433	0
1	0
0	0
0	0
0	0
26	0
14	0
0	0
0	0
23	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
3	0
0	0
0	0
79	0
0	0
20	0
0	0
0	0
45	0
1	0
1	0
0	0
0	0
0	0
0	0
1	0
1	0
10	0
22	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
577	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
137	0
63	0
411	0
67	0
202	0
0	0
88	0
72	0
0	0
1	0
1	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
182	0
0	0
24	0
39	0
5	0
0	0
5	0
2	0
10	0
0	0
25	0
30	0
7	0
12	0
8	0
25	0
0	0
0	0
1	0
0	0
0	0
12	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
314	0
2	0
6	0
12	0
8	0
55	0
14	0
1	0
8	0
2	0
2	0
8	0
5	0
2	0
5	0
2	0
6	0
0	0
4	0
7	0
7	0
2	0
1	0
6	0
38	0
0	0
0	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
25	0
587	0
3	0
30	0
18	0
0	0
0	0
0	0
1	0
0	0
6	0
0	0
56	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
