UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
154	0
633	0
1	0
186	0
95	0
0	0
14	0
23	0
0	0
1	0
2	0
1384	0
33	0
0	0
1	0
0	0
4	0
2	0
0	0
853	0
10	0
252	0
436	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
859	0
0	0
1	0
1	0
0	0
36	0
34	0
0	0
0	0
41	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
100	0
0	0
22	0
0	0
2	0
46	0
0	0
3	0
1	0
0	0
0	0
0	0
3	0
1	0
19	0
24	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
3	0
849	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
6	0
6	0
2	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
229	0
96	0
523	0
100	0
241	0
0	0
129	0
104	0
0	0
3	0
1	0
0	0
1	0
0	0
2	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
188	0
0	0
41	0
43	0
6	0
1	0
7	0
2	0
11	0
0	0
24	0
31	0
8	0
14	0
12	0
36	0
0	0
0	0
5	0
0	0
0	0
17	0
0	0
0	0
5	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
280	0
0	0
14	0
5	0
11	0
78	0
10	0
1	0
11	0
3	0
3	0
3	0
8	0
2	0
4	0
4	0
5	0
0	0
4	0
16	0
7	0
2	0
3	0
7	0
17	0
0	0
1	0
2	0
3	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
44	0
648	0
6	0
22	0
18	0
0	0
0	0
0	0
0	0
1	0
8	0
1	0
73	0
3	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
