UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
145	0
823	0
6	0
151	0
64	0
0	0
4	0
19	0
0	0
1	0
4	0
1585	0
59	0
0	0
0	0
0	0
0	0
2	0
0	0
704	0
3	0
340	0
399	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
565	0
0	0
0	0
0	0
0	0
35	0
17	0
1	0
0	0
23	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	0
0	0
104	0
0	0
18	0
0	0
0	0
52	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
804	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
3	0
4	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
147	0
26	0
570	0
77	0
307	0
0	0
85	0
77	0
0	0
0	0
1	0
0	0
3	0
1	0
1	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
184	0
0	0
25	0
35	0
2	0
0	0
7	0
2	0
3	0
0	0
12	0
12	0
5	0
15	0
7	0
31	0
0	0
0	0
7	0
0	0
0	0
16	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
373	0
2	0
3	0
1	0
4	0
75	0
3	0
0	0
2	0
1	0
1	0
1	0
3	0
0	0
4	0
0	0
1	0
2	0
5	0
3	0
3	0
0	0
1	0
1	0
2	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	0
712	0
4	0
32	0
31	0
1	0
0	0
0	0
0	0
0	0
3	0
0	0
38	0
3	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
